name,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status,Software,Mobile,Curated Web,Biotechnology,Advertising,E-Commerce,Enterprise Software,Social Media,Games,Health Care,Analytics,Finance,Internet,Security,Hardware + Software,SaaS,Technology,Web Hosting,Semiconductors,Video,Clean Technology,Networking,Health and Wellness,Social Network Media,Search,Apps,Cloud Computing,Services,Web,Messaging,Education,Sales and Marketing,Music,News,Travel,Web Development,iPhone,Fashion,Entertainment,Media,Manufacturing,Android,age_at_first_funding,age_at_last_funding
InnerWorkings,12960000,USA,CA,2002-11-01,2,2005-04-18,2008-02-03,ipo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
innocutis,6500000,USA,SC,2005-01-01,1,2011-04-29,2011-04-29,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Innogenetics,9560000,BEL,8,1985-01-01,1,2005-10-19,2005-10-19,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
Innography,16500000,USA,TX,2006-01-01,4,2008-08-01,2014-01-30,acquired,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
InnoPharma,43000000,USA,NJ,2005-01-01,3,2011-12-02,2013-11-13,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
Innov-X Systems,27000000,USA,MA,2001-01-01,1,2007-01-08,2007-01-08,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Innovative Silicon,47000000,USA,CA,2002-01-01,3,2004-03-01,2007-11-05,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Innovative Spinal Technologies,18000000,USA,TX,2002-01-01,1,2008-09-08,2008-09-08,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Innovectra,1790000,USA,PA,1996-01-01,1,2007-08-30,2007-08-30,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Innoveer Solutions,1900000,USA,MA,1998-01-01,1,2012-02-22,2012-02-22,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Inogen,51645996,USA,CA,2001-01-01,3,2007-02-18,2012-04-12,ipo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,11
Inotek Pharmaceuticals,69900000,USA,MA,1996-01-01,4,2004-04-14,2013-09-27,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
Inovio Pharmaceuticals,108300000,USA,PA,1983-01-01,2,2014-03-04,2015-09-22,closed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32
Inovys,34000000,USA,CA,1999-01-01,2,2001-06-01,2004-02-18,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5
INPHI,45795665,USA,CA,2000-11-01,4,2001-02-01,2010-06-30,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
InPhonic,56000000,USA,DC,1997-01-01,1,2003-06-30,2003-06-30,ipo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Inporia,1250000,USA,CA,2011-02-01,1,2011-05-11,2011-05-11,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InQuira,9250000,USA,CA,2002-01-01,1,2003-07-28,2003-07-28,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Inside Secure,94734880,FRA,B8,1995-01-01,5,2005-11-15,2010-05-05,ipo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
Inside Social,2245000,USA,WA,2012-01-01,3,2013-08-05,2013-11-27,acquired,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Insight Communications,-,USA,NY,1985-01-01,1,2010-04-02,2010-04-02,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
Insightera,6500000,USA,CA,2009-01-01,2,2012-09-25,2013-06-27,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
InsightRX,-,USA,CA,2015-01-01,1,2015-01-01,2015-01-01,closed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InSite Vision,24568730,USA,CA,1986-01-01,2,2011-07-22,2014-10-24,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28
InSiteOne,10250000,USA,CT,1999-01-01,2,2000-04-18,2001-10-31,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
inSparq,-,USA,NY,2010-01-01,3,2011-10-01,2014-10-01,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
InspireMD,24983103,ISR,5,2005-01-01,6,2010-08-06,2014-11-10,ipo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
Inspiris,8020000,USA,TN,1998-01-01,1,2004-03-19,2004-03-19,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Instablogs,-,USA,NY,2005-10-05,1,2008-05-01,2008-05-01,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
InstaEDU,5100000,USA,CA,2011-11-01,2,2012-05-30,2013-08-14,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Instagarage,25000,USA,LA,2007-05-07,1,2007-05-10,2007-05-10,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instahealth,1308756,IND,19,2008-01-01,1,2009-04-01,2009-04-01,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
InstallFree,11499997,ISR,2,2006-01-01,2,2008-08-11,2010-05-07,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
InstallShield Software Corporation,-,USA,IL,1987-01-01,1,1998-02-10,1998-02-10,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Instantis,8800000,USA,CA,1999-01-01,1,2006-05-17,2006-05-17,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
InstantQ,-,USA,CA,2009-05-01,1,2009-08-02,2009-08-02,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instapagar,550000,BRA,2,2011-08-01,1,2011-10-01,2011-10-01,closed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instinctiv,1420698,USA,NY,2007-08-01,4,2008-06-01,2011-05-05,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
Instructure,79100000,USA,UT,2008-05-01,4,2010-03-01,2015-02-19,ipo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
Insulet,68500000,USA,MA,2000-01-01,3,2001-08-08,2004-03-02,ipo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Insurance Noodle,16150000,USA,IL,2000-01-01,3,2000-01-31,2001-10-31,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
InsureWorx,6000000,USA,CO,2005-01-01,1,2006-01-25,2006-01-25,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Insuritas,10000000,USA,CT,1998-01-01,1,2012-08-07,2012-08-07,closed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Insurity,49750000,USA,CT,1985-01-01,1,2011-12-16,2011-12-16,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
Insys Therapeutics,2315006,USA,AZ,1998-01-01,1,2011-03-28,2011-03-28,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
Intec Pharma,5000000,ISR,6,2000-01-01,1,2013-08-19,2013-08-19,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
Intechra Holdings,52500000,USA,MS,1987-01-01,4,2005-08-29,2007-05-23,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20
IntegralReach,50000,USA,MA,2012-04-01,1,2012-10-23,2012-10-23,acquired,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrated Materials,8800000,USA,CA,1998-01-01,1,2005-11-29,2005-11-29,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7
Integrated Systems Inc.,-,USA,CA,1981-01-01,1,1987-04-03,1987-04-03,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Integration Associates,11000000,USA,CA,1991-01-01,2,2004-02-11,2006-03-31,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15
Integrien,36518951,USA,CA,2001-01-01,5,2004-02-13,2010-05-11,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Integrity Applications,22607446,ISR,1,1999-01-01,5,2010-03-24,2015-01-05,ipo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16
Intela,13250000,USA,CO,2006-02-02,2,2010-01-18,2012-08-09,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Inteliquent,12000000,USA,IL,2004-01-01,1,2006-03-03,2006-03-03,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Intelius,31000000,USA,WA,2003-01-01,1,2015-07-14,2015-07-14,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Intellicheck Mobilisa,4500000,USA,WA,1994-01-01,2,2010-09-30,2014-01-14,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20
IntelliChem,-,USA,OR,1998-01-01,1,2002-12-19,2002-12-19,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Intelliden,105000000,USA,CA,2000-01-01,4,2002-02-28,2007-05-22,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Intelligent Apps (mytaxi),13017000,DEU,4,2009-06-01,4,2010-10-01,2013-08-01,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4
Intelligent Bio-Systems,353000,USA,MA,2005-01-01,1,2008-03-27,2008-03-27,acquired,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Intelligent Energy,166570000,GBR,H5,2001-01-01,6,2005-07-14,2014-03-24,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
Intelligroup,-,USA,NJ,1987-01-01,1,1996-04-16,1996-04-16,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
IntellinX,4000000,ISR,5,2005-01-01,1,2006-10-25,2006-10-25,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Intellipharmaceutics International,12000000,CAN,ON,1998-01-01,1,2011-02-15,2011-02-15,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
"IntelliQuest Information Group, Inc",-,USA,TX,1985-01-01,1,1993-05-27,1993-05-27,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Intellisense,100000,UGA,37,2009-01-01,1,2009-01-01,2009-01-01,closed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intellitactics,10300000,USA,VA,1996-01-01,2,2003-04-14,2005-10-17,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
Intelliworks,23950000,USA,MD,2004-12-01,5,2005-02-14,2010-07-15,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IntenseDebate,515000,USA,CO,2006-12-01,2,2007-08-01,2007-10-01,acquired,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interact Public Safety,70202607,USA,NC,1975-06-01,5,2008-11-19,2013-06-18,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38
Interactif Visuel Système,1510072,FRA,A8,1996-01-01,1,2000-01-01,2000-01-01,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
Interactive Advisory Software,13621199,USA,NJ,2001-01-01,5,2008-12-12,2011-06-30,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
Interactive Mobile Advertising,650142,USA,CT,2010-01-01,1,2010-03-31,2010-03-31,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interactive Supercomputing,15500000,USA,MA,2004-01-01,2,2006-01-17,2007-10-24,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Interactive TKO,12560000,USA,TX,1999-01-01,2,2006-01-03,2007-06-11,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
Intercasting,17500000,USA,CA,2004-01-01,2,2005-08-09,2007-05-07,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Intercell,72000000,AUT,9,1998-01-01,2,2001-01-01,2003-07-18,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Intercept Pharmaceuticals,418400000,USA,NY,2002-01-01,4,2008-07-29,2015-04-01,ipo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
interclick,18100000,USA,NY,2007-01-01,1,2009-12-16,2009-12-16,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Intercloud Systems,25601579,USA,NJ,2010-01-01,6,2013-12-27,2015-08-14,ipo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
IntercontinentalExchange,-,USA,GA,1990-01-01,1,2004-12-22,2004-12-22,ipo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Interlace Medical,23000000,USA,MA,2006-01-01,2,2007-05-21,2009-07-07,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Interleukin Genetics,25000000,USA,MA,1999-01-01,4,2012-07-02,2014-12-23,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15
Interliant,17500000,USA,NY,1993-01-01,1,2000-01-31,2000-01-31,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Intermap Technologies,9300000,USA,CO,2004-07-16,3,2014-12-15,2015-04-03,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
InterMed Discovery,9866928,DEU,13,2006-01-01,1,2009-01-13,2009-01-13,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Intermolecular,62619999,USA,CA,2004-01-01,3,2006-09-20,2011-03-10,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
International Battery,60000000,USA,PA,2008-01-01,2,2008-12-06,2010-05-06,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
International Partnership For Microbicides,60000000,USA,MD,2002-01-01,1,2003-04-01,2003-04-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Internet Broadcasting,500000,USA,MN,1996-01-01,1,2012-04-10,2012-04-10,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Internet college internation S.L.,148600,ESP,51,2011-05-01,1,2011-05-01,2011-05-01,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Internet Gold - Golden Lines,79000000,ISR,2,1992-01-01,1,2009-12-09,2009-12-09,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
Internet Pawn,7228704,USA,CO,2009-01-01,5,2010-05-05,2013-08-27,closed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
iPipeline,104434998,USA,PA,1995-10-29,3,2008-06-02,2012-01-31,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
Interplay Entertainment,980000,USA,CA,1982-01-01,1,2010-03-17,2010-03-17,ipo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,28
Intexys,6356500,FRA,B3,2002-01-01,1,2006-09-28,2006-09-28,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Intoan Technology,1220000,FRA,A8,2000-01-01,1,2005-10-10,2005-10-10,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Intradigm Corporation,37400000,USA,CA,2000-01-01,2,2006-11-21,2009-01-07,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
Intralign,-,USA,AZ,2012-01-01,1,2013-02-27,2013-02-27,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Intraspect Software,11500000,USA,CA,1995-01-01,1,1999-11-08,1999-11-08,acquired,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Intrexon Corporation,344000000,USA,VA,1998-01-01,7,2005-05-17,2015-01-28,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
Intrinsity,35500000,USA,TX,2008-01-01,2,2008-01-28,2010-02-12,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
